Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,Sensor_S1_Expected,Sensor_S1_Residual,Sensor_S1_AbsResidual,Sensor_S2_Expected,Sensor_S2_Residual,Sensor_S2_AbsResidual,Sensor_S3_Expected,Sensor_S3_Residual,Sensor_S3_AbsResidual,Sensor_S4_Expected,Sensor_S4_Residual,Sensor_S4_AbsResidual,p1_max_abs_residual,p1_mean_abs_residual,p1_residual_error,p1_consistency_index,p1_sensor_disagreement_index,p1_regime_cluster
TRN-0307,30.2039,105.7357,25.4332,14.8461,20.5299,20.3649,25.1377,39.4088,47.2164,Valid,20.489804355757887,0.04009564424211476,0.04009564424211476,20.270119603328645,0.09478039667135363,0.09478039667135363,25.25446067563346,-0.11676067563346137,0.11676067563346137,48.26919998731543,-8.860399987315432,8.860399987315432,8.860399987315432,2.2780091759655905,8.860399987315432,0.30506320950289406,0.7224452951754976,1
TRN-0091,13.8779,70.3753,33.7208,28.7584,10.7783,12.0405,12.8023,60.3125,23.2446,Valid,10.8656580078067,-0.08735800780670111,0.08735800780670111,12.007932085226331,0.032567914773668605,0.032567914773668605,13.233823179886496,-0.43152317988649536,0.43152317988649536,50.13306161681889,10.179438383181107,10.179438383181107,10.179438383181107,2.682721871411993,10.179438383181107,0.2715382901333762,2.065352675036619,4
TRN-0542,29.8252,29.6371,52.0927,40.8807,16.4051,14.7736,21.9869,50.5573,29.9678,Valid,16.452126674362525,-0.047026674362523835,0.047026674362523835,14.75779833968943,0.015801660310570398,0.015801660310570398,21.98729080104871,-0.0003908010487130298,0.0003908010487130298,49.49324468794847,1.0640553120515293,1.0640553120515293,1.0640553120515293,0.28181861194333413,1.0640553120515293,0.7801415821883911,1.3799724535382432,3
TRN-0937,18.9717,104.0403,31.8576,48.305,15.2581,16.7679,18.2016,48.5457,45.3832,Valid,15.401623663662932,-0.1435236636629309,0.1435236636629309,16.733120128598685,0.03477987140131589,0.03477987140131589,18.491734438560762,-0.29013443856076293,0.29013443856076293,48.80381261799551,-0.2581126179955149,0.2581126179955149,0.29013443856076293,0.18163764790513115,0.29013443856076293,0.8462831239109994,1.3480398658180435,2
TRN-0092,22.8334,18.3011,31.7408,26.9067,12.3229,10.8597,16.5175,28.9254,17.4823,Valid,12.271523457389524,0.05137654261047686,0.05137654261047686,10.607420322862156,0.25227967713784416,0.25227967713784416,16.425505789280198,0.0919942107198004,0.0919942107198004,49.85067505719926,-20.92527505719926,20.92527505719926,20.92527505719926,5.330231371916845,20.92527505719926,0.15797210895582034,1.0530015501517365,4
TRN-0268,31.5596,18.2128,38.845,24.4453,16.4547,13.878,22.1,70.4553,20.7222,Valid,16.442291668748602,0.012408331251396731,0.012408331251396731,13.824006029127643,0.05399397087235691,0.05399397087235691,22.12990071402658,-0.0299007140265779,0.0299007140265779,49.35614969836266,21.099150301637337,21.099150301637337,21.099150301637337,5.298863329446917,21.099150301637337,0.15875880261205902,1.8415884898156076,3
TRN-0782,16.2048,93.1196,42.8621,12.8741,13.1151,14.8764,15.7166,32.2974,36.8118,Valid,13.064423463300688,0.050676536699311825,0.050676536699311825,14.899382093714108,-0.02298209371410742,0.02298209371410742,15.719568975324266,-0.002968975324266765,0.002968975324266765,50.34382156654516,-18.046421566545156,18.046421566545156,18.046421566545156,4.53076229307071,18.046421566545156,0.1808069027397658,1.0095211480636808,2
TRN-0919,22.6926,50.8001,43.6073,31.9818,14.0837,13.6443,18.1982,49.2786,21.2594,Valid,14.074408230383675,0.009291769616325496,0.009291769616325496,13.739276610409997,-0.09497661040999716,0.09497661040999716,18.158468069321607,0.03973193067839276,0.03973193067839276,49.8146781486745,-0.5360781486745054,0.5360781486745054,0.5360781486745054,0.1700196148448052,0.5360781486745054,0.8546865260311408,1.4971633795088566,4
TRN-0053,26.4931,101.8024,42.852,30.4912,18.56,19.2644,22.9828,68.2684,48.1264,Valid,18.698177342781303,-0.13817734278130445,0.13817734278130445,19.344109535132297,-0.07970953513229873,0.07970953513229873,23.108108014728174,-0.12530801472817288,0.12530801472817288,48.91820530743498,19.35019469256502,19.35019469256502,19.35019469256502,4.923347396301699,19.35019469256502,0.16882345962425907,1.540442487831166,1
TRN-0408,31.1979,55.0224,21.7758,25.6304,18.3841,16.3698,23.7608,30.0802,22.1385,Valid,18.290753835813106,0.09334616418689379,0.09334616418689379,16.285980310085243,0.0838196899147583,0.0838196899147583,23.527964729315368,0.23283527068463172,0.23283527068463172,48.36353915426179,-18.283339154261785,18.283339154261785,18.283339154261785,4.673335069762017,18.283339154261785,0.17626316579287596,0.6190150362989127,3
TRN-0501,14.229,84.784,39.199,37.0993,11.9475,13.5096,14.4506,42.1564,30.3824,Valid,11.936188265051303,0.011311734948696639,0.011311734948696639,13.598415335709815,-0.08881533570981404,0.08881533570981404,14.370693056050037,0.0799069439499629,0.0799069439499629,49.95250307665152,-7.796103076651519,7.796103076651519,7.796103076651519,1.9940342728149982,7.796103076651519,0.3339975126803734,1.4724531323913224,4
TRN-0311,20.0873,84.2981,33.9545,11.1637,14.4518,15.2547,17.5092,45.2027,29.9962,Valid,14.411278097620869,0.04052190237913145,0.04052190237913145,15.193893018099788,0.060806981900212165,0.060806981900212165,17.67202928064865,-0.16282928064865132,0.16282928064865132,49.80924481941334,-4.606544819413337,4.606544819413337,4.606544819413337,1.217675746085333,4.606544819413337,0.45092254887361766,1.3309421799372507,4
TRN-0562,30.7015,55.1126,37.3272,53.9099,18.3063,16.9658,23.7367,31.425,23.8068,Valid,18.41348267457179,-0.10718267457178854,0.10718267457178854,16.861064760241497,0.1047352397585044,0.1047352397585044,23.846865296405223,-0.11016529640522421,0.11016529640522421,48.33016024605712,-16.905160246057118,16.905160246057118,16.905160246057118,4.306810864198159,16.905160246057118,0.18843709067274186,0.6395482045216702,3
TRN-0126,27.1839,35.792,32.8674,28.726,15.6886,13.7668,20.7464,46.0688,20.623,Valid,15.351576315704907,0.337023684295092,0.337023684295092,13.647576104991563,0.119223895008437,0.119223895008437,20.15457734283381,0.5918226571661904,0.5918226571661904,49.26140781569063,-3.1926078156906286,3.1926078156906286,3.1926078156906286,1.060169513040087,3.1926078156906286,0.4853969509161171,1.342132970135028,3
TRN-0676,28.9435,99.9672,33.2564,54.1579,20.242,19.9359,25.0693,38.6309,45.2288,Valid,20.041740584052214,0.2002594159477873,0.2002594159477873,19.93075007301657,0.005149926983431641,0.005149926983431641,24.873902926080167,0.19539707391983185,0.19539707391983185,47.854882100371036,-9.223982100371039,9.223982100371039,9.223982100371039,2.4061971293055224,9.223982100371039,0.2935825385431778,0.7198819693922128,1
TRN-0360,31.1338,64.9587,39.5961,9.0647,18.6229,17.3282,24.1833,48.479,28.4009,Valid,18.637032893411547,-0.014132893411545666,0.014132893411545666,17.535772020895536,-0.20757202089553672,0.20757202089553672,23.92159102826897,0.2617089717310286,0.2617089717310286,49.25228931660841,-0.7732893166084125,0.7732893166084125,0.7732893166084125,0.31417580066163087,0.7732893166084125,0.7609332020088508,1.147217139978257,3
TRN-0367,24.0314,97.8945,45.1767,31.2893,17.3437,18.1727,21.6014,52.8876,45.131,Valid,17.311715525066287,0.03198447493371148,0.03198447493371148,18.2424273391128,-0.06972733911280216,0.06972733911280216,21.35769775983765,0.24370224016235298,0.24370224016235298,49.25016362569904,3.637436374300961,3.637436374300961,3.637436374300961,0.9957126071274569,3.637436374300961,0.5010741508715311,1.292441537436694,2
TRN-0405,24.6143,33.6779,42.1612,26.794,14.0177,13.065,18.7117,,20.1763,Valid,13.989608433576867,0.028091566423132264,0.028091566423132264,12.860504926068648,0.20449507393135136,0.20449507393135136,18.46119462256281,0.2505053774371895,0.2505053774371895,49.88859831333442,,,0.2505053774371895,0.16103067259722437,0.2505053774371895,0.861303687837119,0.3699161666604433,4
TRN-0868,28.3339,101.6303,50.6215,7.7931,19.0319,19.8449,23.5519,54.1915,55.1412,Valid,19.315642727645997,-0.28374272764599695,0.28374272764599695,20.020984860208905,-0.17608486020890624,0.17608486020890624,24.02271124667319,-0.47081124667318974,0.47081124667318974,49.524897342069,4.666602657930994,4.666602657930994,4.666602657930994,1.3993103731147718,4.666602657930994,0.4167864279692191,1.2059518999446406,1
TRN-0020,9.4876,21.4776,37.3279,15.6388,6.1571,6.5039,8.2616,52.9346,13.5381,Valid,5.90551209786826,0.25158790213173976,0.25158790213173976,6.344247650569076,0.15965234943092366,0.15965234943092366,7.804808544557764,0.45679145544223587,0.45679145544223587,51.483031139471,1.451568860529001,1.451568860529001,1.451568860529001,0.579900141883475,1.451568860529001,0.6329513957811611,2.5334009231864068,4
TRN-0316,22.2248,47.0868,39.5367,20.27,13.0209,12.675,16.6458,61.0745,19.7399,Valid,13.500232583429822,-0.479332583429823,0.479332583429823,13.032186203011323,-0.357186203011322,0.357186203011322,17.435991943552008,-0.7901919435520064,0.7901919435520064,50.01335074406993,11.061149255930069,11.061149255930069,11.061149255930069,3.171964996480805,11.061149255930069,0.2396952037813199,1.8720270626741022,4
TRN-0067,30.9408,29.3598,18.0356,35.4607,16.7021,13.7519,21.9045,43.0005,19.7801,Valid,16.861716610327058,-0.1596166103270562,0.1596166103270562,13.983878039112225,-0.23197803911222614,0.23197803911222614,22.20864195493323,-0.3041419549332325,0.3041419549332325,48.31810291706343,-5.317602917063425,5.317602917063425,5.317602917063425,1.503334880358985,5.317602917063425,0.39946712996568695,1.2268831565418443,3
TRN-0317,25.933,70.3816,24.6378,10.6208,16.6609,15.9391,20.9687,48.0101,24.0015,Valid,16.433896948253714,0.2270030517462871,0.2270030517462871,15.73190224281136,0.20719775718863964,0.20719775718863964,20.661396680587586,0.3073033194124122,0.3073033194124122,49.11018187834344,-1.1000818783434383,1.1000818783434383,1.1000818783434383,0.4603965016726943,1.1000818783434383,0.6847455460586424,1.2629008167449047,3
TRN-0087,17.6142,31.0902,47.58,51.1189,10.8589,10.9508,3.2181,51.1091,20.3176,Invalid,10.777124281463953,0.08177571853604704,0.08177571853604704,10.60120546284754,0.34959453715245914,0.34959453715245914,14.243371253790357,-11.025271253790358,11.025271253790358,50.21150496524867,0.8975950347513262,0.8975950347513262,11.025271253790358,3.0885591360575475,11.025271253790358,0.24458494220637947,2.5160454307725004,4
TRN-0801,11.2999,91.5588,48.8199,21.2042,10.7983,13.3691,12.9707,43.4485,39.321,Valid,10.727225824186835,0.07107417581316433,0.07107417581316433,13.332493901573242,0.03660609842675733,0.03660609842675733,12.662577413403103,0.3081225865968982,0.3081225865968982,50.835401845112536,-7.386901845112533,7.386901845112533,7.386901845112533,1.9506761764873382,7.386901845112533,0.33890536954497663,1.6206259499093152,2
TRN-0012,30.2939,43.3171,28.5824,30.3499,17.0338,15.1496,22.2573,38.2619,21.3846,Valid,17.275329550992375,-0.24152955099237516,0.24152955099237516,15.238307302748309,-0.0887073027483094,0.0887073027483094,22.519848087489777,-0.2625480874897761,0.2625480874897761,48.70849282904075,-10.446592829040753,10.446592829040753,10.446592829040753,2.7598444425678035,10.446592829040753,0.2659684503641447,0.9972660972761941,3
TRN-0578,30.4866,60.5018,36.4074,15.0767,18.0583,16.8822,23.2278,38.5682,23.1545,Valid,18.146630102371603,-0.08833010237160366,0.08833010237160366,16.883070988060894,-0.0008709880608925857,0.0008709880608925857,23.340297928775424,-0.11249792877542575,0.11249792877542575,49.11549543324824,-10.547295433248244,10.547295433248244,10.547295433248244,2.6872486131140416,10.547295433248244,0.2712049294542839,0.896703562066619,3
TRN-0859,16.4487,20.9785,23.3935,58.5618,9.8089,8.7051,12.9031,61.0478,15.4105,Valid,9.713220563641784,0.09567943635821585,0.09567943635821585,8.629691704071158,0.0754082959288418,0.0754082959288418,12.82162347769633,0.08147652230367086,0.08147652230367086,49.4150193260439,11.632780673956105,11.632780673956105,11.632780673956105,2.9713362321367085,11.632780673956105,0.2518044158305799,2.2643263489923857,4
TRN-0533,17.5311,72.927,28.746,36.0802,12.6016,13.0752,,56.541,23.5153,Invalid,12.842502234751791,-0.2409022347517915,0.2409022347517915,13.391098783491392,-0.31589878349139155,0.31589878349139155,15.789513368411901,,,49.43460129014569,7.106398709854304,7.106398709854304,7.106398709854304,2.554399909365829,7.106398709854304,0.28134144314065623,1.6032799698070357,4
TRN-0967,26.4104,30.8751,38.339,14.2777,14.5452,13.0594,19.2013,49.5647,19.7664,Valid,14.54483523056966,0.00036476943033925124,0.00036476943033925124,13.01466243773905,0.04473756226095027,0.04473756226095027,19.243191902884824,-0.04189190288482436,0.04189190288482436,49.89649919025202,-0.33179919025202054,0.33179919025202054,0.33179919025202054,0.1046983562070336,0.33179919025202054,0.9052244844769083,1.5152042157237933,3
TRN-0788,20.1531,58.459,22.9316,43.5898,13.2875,12.8528,16.6355,61.1192,18.6948,Valid,13.385147764561328,-0.09764776456132829,0.09764776456132829,12.948303938367088,-0.09550393836708793,0.09550393836708793,16.829499143990944,-0.19399914399094342,0.19399914399094342,48.98209728143098,12.137102718569018,12.137102718569018,12.137102718569018,3.1310633913720944,12.137102718569018,0.24206842288804944,1.85827542874039,4
TRN-0700,24.4753,49.2252,36.9219,22.1919,14.2996,13.6599,18.5642,60.5208,20.5104,Valid,14.71928480621631,-0.4196848062163099,0.4196848062163099,13.924627712692805,-0.26472771269280493,0.26472771269280493,19.002177112772806,-0.43797711277280627,0.43797711277280627,49.64980225972554,10.870997740274461,10.870997740274461,10.870997740274461,2.9983468429890956,10.870997740274461,0.2501033650328387,1.751080438105484,4
TRN-0151,25.549,19.7697,34.1753,21.4309,13.6684,11.704,18.6616,46.3824,18.466,Valid,13.596605387522983,0.07179461247701724,0.07179461247701724,11.702315539937523,0.0016844600624779105,0.0016844600624779105,18.201709011360986,0.4598909886390139,0.4598909886390139,49.79224310095386,-3.4098431009538643,3.4098431009538643,3.4098431009538643,0.9858032905330933,3.4098431009538643,0.5035745507962915,1.5341634773499155,3
TRN-0236,22.9858,28.4295,35.2647,27.6778,12.9089,11.5537,17.0815,35.1347,18.4935,Valid,12.917916500208387,-0.009016500208387512,0.009016500208387512,11.638851990512258,-0.08515199051225864,0.08515199051225864,17.077953170379374,0.003546829620624692,0.003546829620624692,49.83324029245854,-14.698540292458539,14.698540292458539,14.698540292458539,3.6990639031999524,14.698540292458539,0.212808342384751,1.230117722177331,4
TRN-0130,27.9593,15.8726,33.4249,45.782,14.8659,12.4537,20.2947,51.5568,19.0968,Valid,14.827439420137082,0.0384605798629174,0.0384605798629174,12.389055700114179,0.06464429988582054,0.06464429988582054,19.95522642403493,0.33947357596506933,0.33947357596506933,49.05042658175027,2.50637341824973,2.50637341824973,2.50637341824973,0.7372379684908843,2.50637341824973,0.5756263782725672,1.577196753006974,3
TRN-0558,10.8607,21.0036,44.5708,31.3091,6.8793,7.0831,9.3319,47.3849,15.0884,Valid,6.7350077877292,0.14429221227080014,0.14429221227080014,7.144445321247359,-0.0613453212473587,0.0613453212473587,9.009278649125879,0.3226213508741207,0.3226213508741207,51.27104252508294,-3.8861425250829384,3.8861425250829384,3.8861425250829384,1.1036003523688045,3.8861425250829384,0.47537546705291644,2.2923619439031886,4
TRN-0335,19.3366,109.2824,43.2863,42.829,15.6796,17.4192,19.0115,46.0047,53.154,Valid,15.817435672154879,-0.13783567215487835,0.13783567215487835,17.623096702716182,-0.20389670271618243,0.20389670271618243,19.034432407700457,-0.02293240770045557,0.02293240770045557,49.23535331823639,-3.230653318236392,3.230653318236392,3.230653318236392,0.8988295252019771,3.230653318236392,0.5266402205820087,1.2363079095722735,2
TRN-0747,8.1623,16.276,27.7498,24.8249,4.8959,4.9854,6.5243,58.8781,11.9183,Valid,5.076736581296046,-0.18083658129604618,0.18083658129604618,5.216473391743306,-0.23107339174330566,0.23107339174330566,6.721990605685999,-0.19769060568599883,0.19769060568599883,51.12213327043532,7.755966729564683,7.755966729564683,7.755966729564683,2.0913918270725085,7.755966729564683,0.3234788910427384,2.8681996935858924,4
TRN-0065,29.5509,88.0838,38.0994,34.3734,19.4764,19.0039,24.1937,67.1977,37.4703,Valid,19.45021902515323,0.02618097484677051,0.02618097484677051,19.11862513755314,-0.11472513755313685,0.11472513755313685,24.422377676261394,-0.22867767626139468,0.22867767626139468,48.53492305689471,18.662776943105285,18.662776943105285,18.662776943105285,4.758090182941647,18.662776943105285,0.17366869365167323,1.484350637020802,1
TRN-0257,30.6035,29.4846,36.2652,41.0898,16.7405,14.3861,22.2693,,21.5145,Valid,16.79838409481704,-0.05788409481704093,0.05788409481704093,14.50927342102845,-0.12317342102844897,0.12317342102844897,22.30135607045076,-0.03205607045075709,0.03205607045075709,48.863404157005974,,,0.12317342102844897,0.071037862098749,0.12317342102844897,0.9336738087302096,0.4429101618793792,3
TRN-0443,9.6318,92.6893,34.5091,30.5353,10.1782,12.5837,11.7777,64.1771,32.9683,Valid,10.078357710858114,0.0998422891418862,0.0998422891418862,12.473212144297312,0.11048785570268826,0.11048785570268826,11.615969068070608,0.16173093192939092,0.16173093192939092,50.26768554403739,13.909414455962605,13.909414455962605,13.909414455962605,3.5703688831841425,13.909414455962605,0.21880071949538288,2.1880341672547123,2
TRN-0507,10.6681,75.8719,33.3623,5.2737,9.6188,11.4513,11.3341,67.399,23.1349,Valid,9.347497966604351,0.2713020333956493,0.2713020333956493,11.152326932630965,0.29897306736903495,0.29897306736903495,11.041010929260686,0.29308907073931323,0.29308907073931323,50.87266195786189,16.526338042138114,16.526338042138114,16.526338042138114,4.3474255534105275,16.526338042138114,0.1870058760074203,2.3157644982267107,4
TRN-0943,24.4524,69.9741,29.5096,22.3974,15.7061,15.1518,19.6866,30.7207,25.1708,Valid,15.845821210802782,-0.139721210802783,0.139721210802783,15.44174190860028,-0.28994190860028013,0.28994190860028013,19.92640763069082,-0.239807630690823,0.239807630690823,49.161468131783835,-18.440768131783834,18.440768131783834,18.440768131783834,4.77755972046943,18.440768131783834,0.1730834553656071,0.7663251840516315,4
TRN-0438,9.2579,44.797,28.7596,5.9031,6.9661,7.9532,8.5018,71.9907,13.9035,Valid,6.95522987982705,0.010870120172949527,0.010870120172949527,7.886087449250011,0.06711255074998856,0.06711255074998856,8.548695071033215,-0.046895071033215885,0.046895071033215885,51.16437346054612,20.82632653945388,20.82632653945388,20.82632653945388,5.237801070352509,20.82632653945388,0.1603129033326945,2.726059994231324,4
TRN-0323,23.8319,94.5641,40.9548,12.1292,23.0025,17.4622,20.4693,53.8698,40.1544,Invalid,16.799262315996472,6.203237684003529,6.203237684003529,17.592185193745074,-0.12998519374507467,0.12998519374507467,20.707172343212605,-0.23787234321260442,0.23787234321260442,49.57907951361838,4.290720486381616,4.290720486381616,6.203237684003529,2.715453926835706,6.203237684003529,0.269146117726632,1.2685150601234245,2
TRN-0541,29.5137,89.7528,32.8875,44.0727,19.4791,18.9202,24.4323,46.1615,36.989,Valid,19.63207566040802,-0.15297566040802124,0.15297566040802124,19.16337348634265,-0.24317348634264846,0.24317348634264846,24.57434039251818,-0.14204039251817946,0.14204039251817946,48.12327418336283,-1.9617741833628344,1.9617741833628344,1.9617741833628344,0.6249909306579209,1.9617741833628344,0.61538804994753,0.9997436535914094,1
TRN-0513,8.5988,18.8074,39.8048,25.8064,5.467,6.0593,7.4333,30.0082,13.1153,Valid,5.454653427878663,0.01234657212133694,0.01234657212133694,5.976382622826773,0.082917377173227,0.082917377173227,7.2883008605905975,0.14499913940940257,0.14499913940940257,51.456151649875586,-21.447951649875588,21.447951649875588,21.447951649875588,5.422053684644888,21.447951649875588,0.1557134289286614,2.0046789893121693,4
TRN-0830,29.6897,109.4003,33.5982,31.3241,20.6293,20.8849,25.3653,48.7288,53.7412,Valid,20.651324261091947,-0.02202426109194633,0.02202426109194633,20.805197641024996,0.07970235897500189,0.07970235897500189,25.461817841452508,-0.0965178414525063,0.0965178414525063,48.1995901079028,0.5292098920971995,0.5292098920971995,0.5292098920971995,0.1818635884041635,0.5292098920971995,0.8461213373620142,0.9722308961446897,1
TRN-0124,28.7059,44.4546,28.3929,31.8519,16.5947,25.0,21.7478,58.4106,20.567,Invalid,16.59224594378785,0.0024540562121480036,0.0024540562121480036,14.7924093104536,10.2075906895464,10.2075906895464,21.566985494271012,0.18081450572898916,0.18081450572898916,48.801769468533955,9.608830531466047,9.608830531466047,10.2075906895464,4.999922445738396,10.2075906895464,0.16666882097955724,1.3737929058749532,3
TRN-0434,18.3304,91.2825,54.8353,42.0785,14.206,15.9913,17.3458,,51.9073,Valid,14.347218042255907,-0.1412180422559075,0.1412180422559075,16.11107448023231,-0.11977448023231041,0.11977448023231041,17.617923542860233,-0.272123542860232,0.272123542860232,49.94526838008948,,,0.272123542860232,0.17770535511614996,0.272123542860232,0.8491088162721108,0.1981232619728656,2
