Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,missing_any,missing_critical_measurement,non_finite_value,duplicate_full_row,duplicate_test_id,duplicate_measurement_pair,malformed_numeric,invalid_voltage,invalid_current,invalid_duration,invalid_ambient_temp,sensor_s2_negative,sensor_zero_reading,data_quality_issue_count,data_quality_issue,S1_minus_S2,S1_minus_S3,S1_minus_S4,S2_minus_S3,S2_minus_S4,S3_minus_S4,sensor_mean_S1_S2_S3,sensor_median_S1_S2_S3,sensor_std_S1_S2_S3,sensor_mean_S1_S2_S3_S4,sensor_median_S1_S2_S3_S4,sensor_std_S1_S2_S3_S4,max_minus_min_sensors,pairwise_abs_diff_mean,pairwise_abs_diff_max,Apparent_Power_kVA,Thermal_Loading_Index,Apparent_Impedance_Proxy,Sensor_S1_Expected,Sensor_S1_Residual,Sensor_S1_AbsResidual,Sensor_S2_Expected,Sensor_S2_Residual,Sensor_S2_AbsResidual,Sensor_S3_Expected,Sensor_S3_Residual,Sensor_S3_AbsResidual,Sensor_S4_Expected,Sensor_S4_Residual,Sensor_S4_AbsResidual,p1_max_abs_residual,p1_mean_abs_residual,p1_residual_error,p1_consistency_index,p1_sensor_disagreement_index,p1_regime_cluster
27.3166,35.2106,18.0,41.4065,15.4562,13.3195,20.1433,61.2734,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.136700000000001,-4.687099999999999,-45.8172,-6.8238,-47.953900000000004,-41.1301,16.30633333333333,15.4562,3.490430721749586,27.548099999999998,17.79975,22.66343624063512,47.953900000000004,24.758133333333333,47.953900000000004,961.83387596,1457.9477089,775.8059289515292,15.51278590203199,-0.056585902031988766,0.056585902031988766,13.276584071878927,0.042915928121072255,0.042915928121072255,20.239525786404446,-0.09622578640444601,0.09622578640444601,48.45397329615158,12.819426703848421,12.819426703848421,12.819426703848421,3.253788580101482,12.819426703848421,0.23508455607733642,1.740732848823386,3
17.7127,48.0925,30.733,23.2218,11.7089,11.4861,14.8118,65.0676,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.22279999999999944,-3.1029,-53.3587,-3.3256999999999994,-53.5815,-50.2558,12.668933333333333,11.7089,1.8591175657642882,25.7686,13.260349999999999,26.243271122200703,53.5815,27.3079,53.5815,851.8480247500001,1116.7944165000001,368.3047526527519,11.409393635579482,0.2995063644205178,0.2995063644205178,11.300576470536594,0.18552352946340633,0.18552352946340633,14.500034682002216,0.31176531799778395,0.31176531799778395,50.041484435294684,15.026115564705314,15.026115564705314,15.026115564705314,3.9557276941467556,15.026115564705314,0.20178671261157205,2.0793321797334046,4
10.2728,88.373,37.5953,58.4948,10.6857,12.8873,12.4997,83.903,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-2.201599999999999,-1.814,-73.21730000000001,0.38759999999999906,-71.01570000000001,-71.4033,12.024233333333333,12.4997,1.1752923267567659,29.993925,12.6935,35.95219254902961,73.21730000000001,36.67325,73.21730000000001,907.8381544,5169.3609604,116.24363592458828,10.483540713147814,0.20215928685218643,0.20215928685218643,12.66610226419981,0.22119773580019064,0.22119773580019064,12.303459999560616,0.19624000043938494,0.19624000043938494,49.747552879900574,34.15544712009943,34.15544712009943,34.15544712009943,8.693761035797799,34.15544712009943,0.10315913465445765,2.441070169685972,2
30.7232,28.9017,38.9336,45.1598,17.0465,14.7144,22.609,53.4406,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3321000000000023,-5.5625,-36.3941,-7.894600000000002,-38.726200000000006,-30.8316,18.1233,17.0465,4.05595869924732,26.952625,19.82775,17.966499950440173,38.726200000000006,20.290183333333335,38.726200000000006,887.95270944,1305.19499166,1063.0236065616878,16.875637238488725,0.17086276151127677,0.17086276151127677,14.62135114731141,0.09304885268858953,0.09304885268858953,22.44701706966727,0.16198293033273004,0.16198293033273004,48.86267972926423,4.577920270735774,4.577920270735774,4.577920270735774,1.2509537038170926,4.577920270735774,0.44425613832227345,1.4368242659762211,3
27.8122,59.7061,25.295,56.0876,17.8995,16.2175,22.741,53.7565,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.6819999999999986,-4.8415,-35.857,-6.5234999999999985,-37.539,-31.015500000000003,18.95266666666667,17.8995,3.386869215563738,27.653625,20.32025,17.62027125394215,37.539,19.576416666666667,37.539,1660.55799442,3348.77185436,465.81832244639617,17.287182890752433,0.6123171092475665,0.6123171092475665,15.885145911954519,0.3323540880454825,0.3323540880454825,22.09070106088604,0.6502989391139593,0.6502989391139593,48.07438939931837,5.682110600681632,5.682110600681632,5.682110600681632,1.8192701842721601,5.682110600681632,0.35470172585043175,1.3574707267236297,3
30.2039,105.7357,25.4332,14.8461,20.5299,20.3649,25.1377,39.4088,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.1650000000000027,-4.6077999999999975,-18.878899999999998,-4.7728,-19.0439,-14.2711,22.010833333333334,20.5299,2.7092023943096852,26.360325,22.8338,8.97582843581397,19.0439,10.289916666666668,19.0439,3193.63050923,1569.76277577,285.6546761732626,20.489804355757887,0.04009564424211476,0.04009564424211476,20.270119603328645,0.09478039667135363,0.09478039667135363,25.25446067563346,-0.11676067563346137,0.11676067563346137,48.26919998731543,-8.860399987315432,8.860399987315432,8.860399987315432,2.2780091759655905,8.860399987315432,0.30506320950289406,0.7224452951754976,1
13.8779,70.3753,33.7208,28.7584,10.7783,12.0405,12.8023,60.3125,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.2622,-2.024000000000001,-49.5342,-0.7618000000000009,-48.272,-47.5102,11.8737,12.0405,1.0222576387584497,23.9834,12.4214,24.233778288716486,49.5342,24.894066666666664,49.5342,976.6613758699999,2023.88102752,197.19842086663633,10.8656580078067,-0.08735800780670111,0.08735800780670111,12.007932085226331,0.032567914773668605,0.032567914773668605,13.233823179886496,-0.43152317988649536,0.43152317988649536,50.13306161681889,10.179438383181107,10.179438383181107,10.179438383181107,2.682721871411993,10.179438383181107,0.2715382901333762,2.065352675036619,4
29.8252,29.6371,52.0927,40.8807,16.4051,14.7736,21.9869,50.5573,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.6315000000000008,-5.581799999999998,-34.15219999999999,-7.2132999999999985,-35.783699999999996,-28.5704,17.721866666666667,16.4051,3.782635333115436,25.930725,19.195999999999998,16.705696850351178,35.783699999999996,18.822149999999997,35.783699999999996,883.93243492,1211.58539397,1006.3464352630873,16.452126674362525,-0.047026674362523835,0.047026674362523835,14.75779833968943,0.015801660310570398,0.015801660310570398,21.98729080104871,-0.0003908010487130298,0.0003908010487130298,49.49324468794847,1.0640553120515293,1.0640553120515293,1.0640553120515293,0.28181861194333413,1.0640553120515293,0.7801415821883911,1.3799724535382432,3
18.9717,104.0403,31.8576,48.305,15.2581,16.7679,18.2016,48.5457,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.5098000000000003,-2.9434999999999985,-33.2876,-1.4336999999999982,-31.777799999999996,-30.344099999999997,16.742533333333334,16.7679,1.4719139456277093,24.693325,17.48475,15.946934071554317,33.2876,16.882749999999998,33.2876,1973.8213595099999,5025.6666915,182.34951433727943,15.401623663662932,-0.1435236636629309,0.1435236636629309,16.733120128598685,0.03477987140131589,0.03477987140131589,18.491734438560762,-0.29013443856076293,0.29013443856076293,48.80381261799551,-0.2581126179955149,0.2581126179955149,0.29013443856076293,0.18163764790513115,0.29013443856076293,0.8462831239109994,1.3480398658180435,2
22.8334,18.3011,31.7408,26.9067,12.3229,10.8597,16.5175,28.9254,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.4632000000000005,-4.194599999999998,-16.6025,-5.657799999999998,-18.0657,-12.407900000000001,13.233366666666667,12.3229,2.936730728775338,17.156375,14.4202,8.204240922585912,18.0657,9.73195,18.0657,417.87633674000006,492.4222073700001,1247.6510987584907,12.271523457389524,0.05137654261047686,0.05137654261047686,10.607420322862156,0.25227967713784416,0.25227967713784416,16.425505789280198,0.0919942107198004,0.0919942107198004,49.85067505719926,-20.92527505719926,20.92527505719926,20.92527505719926,5.330231371916845,20.92527505719926,0.15797210895582034,1.0530015501517365,4
31.5596,18.2128,38.845,24.4453,16.4547,13.878,22.1,70.4553,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.576699999999999,-5.645300000000002,-54.00059999999999,-8.222000000000001,-56.577299999999994,-48.35529999999999,17.477566666666664,16.4547,4.205355295731068,30.721999999999998,19.27735,26.710486069332397,56.577299999999994,29.229533333333332,56.577299999999994,574.78868288,445.21735984000003,1732.8243143150341,16.442291668748602,0.012408331251396731,0.012408331251396731,13.824006029127643,0.05399397087235691,0.05399397087235691,22.12990071402658,-0.0299007140265779,0.0299007140265779,49.35614969836266,21.099150301637337,21.099150301637337,21.099150301637337,5.298863329446917,21.099150301637337,0.15875880261205902,1.8415884898156076,3
16.2048,93.1196,42.8621,12.8741,13.1151,14.8764,15.7166,32.2974,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.7613000000000003,-2.6014999999999997,-19.182300000000005,-0.8401999999999994,-17.421000000000003,-16.580800000000004,14.569366666666667,14.8764,1.3276492998278322,19.001375000000003,15.2965,8.930055612508806,19.182300000000005,9.731183333333336,19.182300000000005,1508.9844940799999,1198.83104236,174.02134738322033,13.064423463300688,0.050676536699311825,0.050676536699311825,14.899382093714108,-0.02298209371410742,0.02298209371410742,15.719568975324266,-0.002968975324266765,0.002968975324266765,50.34382156654516,-18.046421566545156,18.046421566545156,18.046421566545156,4.53076229307071,18.046421566545156,0.1808069027397658,1.0095211480636808,2
22.6926,50.8001,43.6073,31.9818,14.0837,13.6443,18.1982,49.2786,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.4394000000000009,-4.1145,-35.1949,-4.5539000000000005,-35.634299999999996,-31.080399999999997,15.308733333333334,14.0837,2.511977568238485,23.8012,16.14095,17.10832101269243,35.634299999999996,18.502899999999997,35.634299999999996,1152.78634926,1624.67863818,446.70375713753367,14.074408230383675,0.009291769616325496,0.009291769616325496,13.739276610409997,-0.09497661040999716,0.09497661040999716,18.158468069321607,0.03973193067839276,0.03973193067839276,49.8146781486745,-0.5360781486745054,0.5360781486745054,0.5360781486745054,0.1700196148448052,0.5360781486745054,0.8546865260311408,1.4971633795088566,4
26.4931,101.8024,42.852,30.4912,18.56,19.2644,22.9828,68.2684,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.7043999999999997,-4.422800000000002,-49.7084,-3.7184000000000026,-49.004000000000005,-45.2856,20.269066666666664,19.2644,2.3764061717924694,32.2689,21.1236,24.077974810463882,49.7084,25.473933333333335,49.7084,2697.06116344,3104.0773388800003,260.2404009885424,18.698177342781303,-0.13817734278130445,0.13817734278130445,19.344109535132297,-0.07970953513229873,0.07970953513229873,23.108108014728174,-0.12530801472817288,0.12530801472817288,48.91820530743498,19.35019469256502,19.35019469256502,19.35019469256502,4.923347396301699,19.35019469256502,0.16882345962425907,1.540442487831166,1
31.1979,55.0224,21.7758,25.6304,18.3841,16.3698,23.7608,30.0802,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.0142999999999986,-5.3767,-11.696100000000001,-7.390999999999998,-13.7104,-6.319400000000002,19.504900000000003,18.3841,3.820846075151418,22.148725000000002,21.07245,6.1393663361267725,13.7104,7.751316666666667,13.7104,1716.58333296,1410.24612096,567.0035172941352,18.290753835813106,0.09334616418689379,0.09334616418689379,16.285980310085243,0.0838196899147583,0.0838196899147583,23.527964729315368,0.23283527068463172,0.23283527068463172,48.36353915426179,-18.283339154261785,18.283339154261785,18.283339154261785,4.673335069762017,18.283339154261785,0.17626316579287596,0.6190150362989127,3
14.229,84.784,39.199,37.0993,11.9475,13.5096,14.4506,42.1564,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-1.562100000000001,-2.5031,-30.2089,-0.940999999999999,-28.6468,-27.705799999999996,13.302566666666666,13.5096,1.2643276882728358,20.516025,13.9801,14.463803355589658,30.2089,15.261283333333333,30.2089,1206.391536,3145.4270512000003,167.8264568991252,11.936188265051303,0.011311734948696639,0.011311734948696639,13.598415335709815,-0.08881533570981404,0.08881533570981404,14.370693056050037,0.0799069439499629,0.0799069439499629,49.95250307665152,-7.796103076651519,7.796103076651519,7.796103076651519,1.9940342728149982,7.796103076651519,0.3339975126803734,1.4724531323913224,4
20.0873,84.2981,33.9545,11.1637,14.4518,15.2547,17.5092,45.2027,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.8028999999999993,-3.0573999999999995,-30.7509,-2.2545,-29.948,-27.6935,15.738566666666665,15.2547,1.585092711273802,23.104599999999998,16.38195,14.788806607476255,30.7509,15.751199999999999,30.7509,1693.32122413,941.0786989700001,238.288853688416,14.411278097620869,0.04052190237913145,0.04052190237913145,15.193893018099788,0.060806981900212165,0.060806981900212165,17.67202928064865,-0.16282928064865132,0.16282928064865132,49.80924481941334,-4.606544819413337,4.606544819413337,4.606544819413337,1.217675746085333,4.606544819413337,0.45092254887361766,1.3309421799372507,4
30.7015,55.1126,37.3272,53.9099,18.3063,16.9658,23.7367,31.425,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.3404999999999987,-5.430399999999999,-13.1187,-6.7708999999999975,-14.4592,-7.688300000000002,19.6696,18.3063,3.5854165546000356,22.60845,21.0215,6.5663915917851465,14.4592,8.134666666666666,14.4592,1692.0394889,2971.11475474,557.0685184388835,18.41348267457179,-0.10718267457178854,0.10718267457178854,16.861064760241497,0.1047352397585044,0.1047352397585044,23.846865296405223,-0.11016529640522421,0.11016529640522421,48.33016024605712,-16.905160246057118,16.905160246057118,16.905160246057118,4.306810864198159,16.905160246057118,0.18843709067274186,0.6395482045216702,3
27.1839,35.792,32.8674,28.726,15.6886,13.7668,20.7464,46.0688,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.9217999999999993,-5.057800000000002,-30.380200000000002,-6.979600000000001,-32.30200000000001,-25.322400000000002,16.733933333333333,15.6886,3.6053079443139584,24.06765,18.2175,14.959916360171718,32.30200000000001,16.99396666666667,32.30200000000001,972.9661488,1028.160992,759.4963233414385,15.351576315704907,0.337023684295092,0.337023684295092,13.647576104991563,0.119223895008437,0.119223895008437,20.15457734283381,0.5918226571661904,0.5918226571661904,49.26140781569063,-3.1926078156906286,3.1926078156906286,3.1926078156906286,1.060169513040087,3.1926078156906286,0.4853969509161171,1.342132970135028,3
28.9435,99.9672,33.2564,54.1579,20.242,19.9359,25.0693,38.6309,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.3061000000000007,-4.8272999999999975,-18.388899999999996,-5.133399999999998,-18.694999999999997,-13.561599999999999,21.749066666666664,20.242,2.8794767481841776,25.969524999999997,22.65565,8.762229457687503,18.694999999999997,10.152049999999997,18.694999999999997,2893.4006532000003,5414.01362088,289.52993686629844,20.041740584052214,0.2002594159477873,0.2002594159477873,19.93075007301657,0.005149926983431641,0.005149926983431641,24.873902926080167,0.19539707391983185,0.19539707391983185,47.854882100371036,-9.223982100371039,9.223982100371039,9.223982100371039,2.4061971293055224,9.223982100371039,0.2935825385431778,0.7198819693922128,1
31.1338,64.9587,39.5961,9.0647,18.6229,17.3282,24.1833,48.479,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.2947000000000024,-5.560399999999998,-29.856099999999998,-6.8551,-31.1508,-24.2957,20.0448,18.6229,3.6420390868303425,27.15335,21.403100000000002,14.52476843934755,31.1508,16.502133333333333,31.1508,2022.41117406,588.83112789,479.28599567325153,18.637032893411547,-0.014132893411545666,0.014132893411545666,17.535772020895536,-0.20757202089553672,0.20757202089553672,23.92159102826897,0.2617089717310286,0.2617089717310286,49.25228931660841,-0.7732893166084125,0.7732893166084125,0.7732893166084125,0.31417580066163087,0.7732893166084125,0.7609332020088508,1.147217139978257,3
24.0314,97.8945,45.1767,31.2893,17.3437,18.1727,21.6014,52.8876,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.8290000000000006,-4.257700000000003,-35.5439,-3.4287000000000027,-34.7149,-31.286199999999997,19.039266666666666,18.1727,2.2572562245640926,27.501350000000002,19.887050000000002,17.02422453848241,35.5439,18.3434,35.5439,2352.5418873,3063.05037885,245.48261184411672,17.311715525066287,0.03198447493371148,0.03198447493371148,18.2424273391128,-0.06972733911280216,0.06972733911280216,21.35769775983765,0.24370224016235298,0.24370224016235298,49.25016362569904,3.637436374300961,3.637436374300961,3.637436374300961,0.9957126071274569,3.637436374300961,0.5010741508715311,1.292441537436694,2
24.6143,33.6779,42.1612,26.794,14.0177,13.065,18.7117,,True,False,False,False,False,False,False,False,False,False,False,False,False,1,True,0.9527000000000001,-4.694000000000001,,-5.646700000000001,,,15.2648,14.0177,3.0228709912928804,15.2648,14.0177,3.0228709912928804,5.646700000000001,3.7644666666666673,5.646700000000001,828.95793397,902.3656526000001,730.8737388988804,13.989608433576867,0.028091566423132264,0.028091566423132264,12.860504926068648,0.20449507393135136,0.20449507393135136,18.46119462256281,0.2505053774371895,0.2505053774371895,49.88859831333442,,,0.2505053774371895,0.16103067259722437,0.2505053774371895,0.861303687837119,0.3699161666604433,4
28.3339,101.6303,50.6215,7.7931,19.0319,19.8449,23.5519,54.1915,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.8129999999999988,-4.52,-35.1596,-3.7070000000000007,-34.346599999999995,-30.639599999999998,20.80956666666667,19.8449,2.40946806024345,29.155050000000003,21.6984,16.80650843641633,35.1596,18.197633333333332,35.1596,2879.58275717,792.01509093,278.7937968505655,19.315642727645997,-0.28374272764599695,0.28374272764599695,20.020984860208905,-0.17608486020890624,0.17608486020890624,24.02271124667319,-0.47081124667318974,0.47081124667318974,49.524897342069,4.666602657930994,4.666602657930994,4.666602657930994,1.3993103731147718,4.666602657930994,0.4167864279692191,1.2059518999446406,1
9.4876,21.4776,37.3279,15.6388,6.1571,6.5039,8.2616,52.9346,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-0.3468,-2.1045,-46.7775,-1.7576999999999998,-46.4307,-44.673,6.9742,6.5039,1.1283247006070547,18.4643,7.38275,22.99865944919399,46.7775,23.681700000000003,46.7775,203.77087776,335.88389087999997,441.74375081771205,5.90551209786826,0.25158790213173976,0.25158790213173976,6.344247650569076,0.15965234943092366,0.15965234943092366,7.804808544557764,0.45679145544223587,0.45679145544223587,51.483031139471,1.451568860529001,1.451568860529001,1.451568860529001,0.579900141883475,1.451568860529001,0.6329513957811611,2.5334009231864068,4
22.2248,47.0868,39.5367,20.27,13.0209,12.675,16.6458,61.0745,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0.34589999999999854,-3.624900000000002,-48.0536,-3.9708000000000006,-48.3995,-44.4287,14.113900000000001,13.0209,2.199499922709706,25.85405,14.83335,23.548878700057035,48.3995,24.8039,48.3995,1046.4947126399998,954.4494359999999,471.99629790168416,13.500232583429822,-0.479332583429823,0.479332583429823,13.032186203011323,-0.357186203011322,0.357186203011322,17.435991943552008,-0.7901919435520064,0.7901919435520064,50.01335074406993,11.061149255930069,11.061149255930069,11.061149255930069,3.171964996480805,11.061149255930069,0.2396952037813199,1.8720270626741022,4
